"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol"
"0xfdbacf5b26f43ec6b667ac906ca503abf9ebfd30aa307676fc4155eb2a787bbc","1627873321","2021-08-02 03:02:01","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xbda1f897e851c7ef22cd490d2cf2dace4645a904","0.000040583326205656","0xce2cb67b11ec0399e39af20433927424f9033233","FireBird Liquidity Provider","FLP"
"0x7f64b19707c6abdc8666f9d3dc39ad52553b6440502236863ee9f9eb2dae3670","1627963415","2021-08-03 04:03:35","0xbda1f897e851c7ef22cd490d2cf2dace4645a904","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.000316627077875422","0x39d736d2b254ee30796f43ec665143010b558f82","FireBird Liquidity Provider","FLP"
"0x3feb4555270ad82290ed93df93fcbb58398911e5b90d045ca03d0209b0cadd26","1627963465","2021-08-03 04:04:25","0xbda1f897e851c7ef22cd490d2cf2dace4645a904","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.000542149100563147","0xce2cb67b11ec0399e39af20433927424f9033233","FireBird Liquidity Provider","FLP"
"0x913aeee716da12c49e004e49cc58247fb2b6b5f2bb76725b362b468610ed0774","1627963573","2021-08-03 04:06:13","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0.000542149100563147","0xce2cb67b11ec0399e39af20433927424f9033233","FireBird Liquidity Provider","FLP"
"0x10d40a1f7aba0827a2e237b268203599d4aeda9f714a427c37209c9affff4d20","1627964017","2021-08-03 04:13:37","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0.000316627077875422","0x39d736d2b254ee30796f43ec665143010b558f82","FireBird Liquidity Provider","FLP"
"0xb54c814d2def035ae3b7371c4b12db61dbdd60178dd607e3a4930eabcab621d6","1627964705","2021-08-03 04:25:05","0xd00f061e42a3a506f01585ad3608484efcf97c8c","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.009415608948194195","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0x4186312505679f02837ff40126a2e6b0d6f4befc42c277977acd6bd3fce91db8","1627964791","2021-08-03 04:26:31","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xfeff91c350bb564ca5dc7d6f7dcd12ac092f94ff","0.009415608948194195","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0x4186312505679f02837ff40126a2e6b0d6f4befc42c277977acd6bd3fce91db8","1627964791","2021-08-03 04:26:31","0x3aacc8107fdfd2230262e48893b4bf21d588c87e","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","41,126,639.418837120063542554","0xaaa5b9e6c589642f98a1cda99b9d024b8407285a","IRON Titanium Token","TITAN"
"0xe2032afc032ebe9b14b15196b9ce415cf0f3b864a30be7682c687c3cd6886961","1627964889","2021-08-03 04:28:09","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x3aacc8107fdfd2230262e48893b4bf21d588c87e","41,126,639.418837120063542554","0xaaa5b9e6c589642f98a1cda99b9d024b8407285a","IRON Titanium Token","TITAN"
"0xe2032afc032ebe9b14b15196b9ce415cf0f3b864a30be7682c687c3cd6886961","1627964889","2021-08-03 04:28:09","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x3aacc8107fdfd2230262e48893b4bf21d588c87e","23.851405","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC"
"0xe2032afc032ebe9b14b15196b9ce415cf0f3b864a30be7682c687c3cd6886961","1627964889","2021-08-03 04:28:09","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.022944253938992994","0x3aacc8107fdfd2230262e48893b4bf21d588c87e","FireBird Liquidity Provider","FLP"
"0xb419bdef3ff7e763a5c4f26c7c3eeb1a707b205a4025dba91a43cdba33e98d7e","1627965079","2021-08-03 04:31:19","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0.022944253938992994","0x3aacc8107fdfd2230262e48893b4bf21d588c87e","FireBird Liquidity Provider","FLP"
"0x15ab2ba6718fca577945ae1cc80745673de175f556686b3cecbe22e35647c09b","1627965327","2021-08-03 04:35:27","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x46c8be37ff8cedf09b88e457369033876087197e","127.792945055422951303","0x46c8be37ff8cedf09b88e457369033876087197e","FireBird Liquidity Provider","FLP"
"0x15ab2ba6718fca577945ae1cc80745673de175f556686b3cecbe22e35647c09b","1627965327","2021-08-03 04:35:27","0x6466cdc2615f111dc6dbd0ef6fdd209f5ff8d184","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","58.801183525232487553","0x3a3df212b7aa91aa0402b9035b098891d276572b","Fish","FISH"
"0x514cebb02ca832d4a46a15bd400f47558661ff5ff06c885cb7fd9bf9611f1abf","1627965473","2021-08-03 04:37:53","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xcbf6f78981e63ef813cb71852d72a060b583eecf","59.863648925726387014","0x3a3df212b7aa91aa0402b9035b098891d276572b","Fish","FISH"
"0x514cebb02ca832d4a46a15bd400f47558661ff5ff06c885cb7fd9bf9611f1abf","1627965473","2021-08-03 04:37:53","0x5e9cd0861f927adeccfeb2c0124879b277dd66ac","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","7,830.62622394440937593","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x19b76e9be4a1102034633f259d994f5e9c694392bf362af134bf8f88ebe3a9b3","1627965569","2021-08-03 04:39:29","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x5e9cd0861f927adeccfeb2c0124879b277dd66ac","7,706.398300008616767702","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x19b76e9be4a1102034633f259d994f5e9c694392bf362af134bf8f88ebe3a9b3","1627965569","2021-08-03 04:39:29","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","1,438.231588859208049247","0x5e9cd0861f927adeccfeb2c0124879b277dd66ac","FireBird Liquidity Provider","FLP"
"0x116234bd3ad863519019048110fd52e3d64f8ae86147c2f2be68107c9aeb0d08","1627965719","2021-08-03 04:41:59","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","1,438.231588859208049247","0x5e9cd0861f927adeccfeb2c0124879b277dd66ac","FireBird Liquidity Provider","FLP"
"0xef341e91bccfaae465e5f7d48121228f2d464980d2baeff1d910c2372d2b3dc2","1628042453","2021-08-04 02:00:53","0xd00f061e42a3a506f01585ad3608484efcf97c8c","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.007677141951475588","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0x83b8502c92b10ee3bb53417559c620da4551d776533ecf23aba2d097bd0c6678","1628042563","2021-08-04 02:02:43","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","829.233552210106072562","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x83b8502c92b10ee3bb53417559c620da4551d776533ecf23aba2d097bd0c6678","1628042563","2021-08-04 02:02:43","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","38.964331508363049982","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x83b8502c92b10ee3bb53417559c620da4551d776533ecf23aba2d097bd0c6678","1628042563","2021-08-04 02:02:43","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","2.721010690050335162","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x83b8502c92b10ee3bb53417559c620da4551d776533ecf23aba2d097bd0c6678","1628042563","2021-08-04 02:02:43","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","77.561177646968215712","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x43af985a76a1147f385f61565e54704eebddfc8c7bf2bb9ac5f334619ae17d8b","1628042617","2021-08-04 02:03:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.560602777007906923","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x43af985a76a1147f385f61565e54704eebddfc8c7bf2bb9ac5f334619ae17d8b","1628042617","2021-08-04 02:03:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.025465709897748478","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x43af985a76a1147f385f61565e54704eebddfc8c7bf2bb9ac5f334619ae17d8b","1628042617","2021-08-04 02:03:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.001875680771159418","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x43af985a76a1147f385f61565e54704eebddfc8c7bf2bb9ac5f334619ae17d8b","1628042617","2021-08-04 02:03:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.053879314472152088","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x9cdba6610120cde1385782cb245ef3f83a46067cd6afe180d2513096d80c3896","1628042651","2021-08-04 02:04:11","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","505.628380073090093187","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x9cdba6610120cde1385782cb245ef3f83a46067cd6afe180d2513096d80c3896","1628042651","2021-08-04 02:04:11","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","0.007677141951475588","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0x9cdba6610120cde1385782cb245ef3f83a46067cd6afe180d2513096d80c3896","1628042651","2021-08-04 02:04:11","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","1.97662052257833149","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","FireBird Liquidity Provider","FLP"
"0xedf525b0cbeb5fa34cc4f523ed30788f329e7d63bf24fa4b159da6f09ee40908","1628042771","2021-08-04 02:06:11","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","1.97662052257833149","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","FireBird Liquidity Provider","FLP"
"0xd2eace7d016237912188c9382c17dbd44ebb08ff385a42f628cac1760a3d3b73","1628043095","2021-08-04 02:11:35","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","567.721439400339155366","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xd2eace7d016237912188c9382c17dbd44ebb08ff385a42f628cac1760a3d3b73","1628043095","2021-08-04 02:11:35","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","2.759756997084982005","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0x0f234479659f6ac0bba2507569e0ad764659c9f401d3f64daf6f30c447f34662","1628043432","2021-08-04 02:17:12","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x0c80da180f82b82c85939198d7f64bc4dc5abb04","2.759756997084982005","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0x6503791d3099e32f15622d59421786495bbb753817b3501fc5395298d9771ed6","1628043667","2021-08-04 02:21:07","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","564.96168240325417336","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0xa7a79ba59a76692830f9f8981493dc23132c791e1c3bd79035660566a68c19bf","1628043763","2021-08-04 02:22:43","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x0c80da180f82b82c85939198d7f64bc4dc5abb04","564.96168240325417336","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0x52307f055ab4a39bd4eb3ed8e837f1f32b69ae4c5062ffd846173a54f3ea4355","1628131269","2021-08-05 02:41:09","0xd00f061e42a3a506f01585ad3608484efcf97c8c","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0x80c1888467443c7be24577555f9b351aa8119b0efe5c26d0dc005d873a83b3eb","1628131329","2021-08-05 02:42:09","0xd00f061e42a3a506f01585ad3608484efcf97c8c","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.008041263005478341","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0x994045be6584b911ab6e5e650c50fafd357235ad8ec2f8d00040fce408b36a9e","1628131417","2021-08-05 02:43:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","5.078401104887723102","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x994045be6584b911ab6e5e650c50fafd357235ad8ec2f8d00040fce408b36a9e","1628131417","2021-08-05 02:43:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","913.526644274475184684","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x994045be6584b911ab6e5e650c50fafd357235ad8ec2f8d00040fce408b36a9e","1628131417","2021-08-05 02:43:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","42.198210002543193362","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x994045be6584b911ab6e5e650c50fafd357235ad8ec2f8d00040fce408b36a9e","1628131417","2021-08-05 02:43:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","3.086500904235554826","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x994045be6584b911ab6e5e650c50fafd357235ad8ec2f8d00040fce408b36a9e","1628131417","2021-08-05 02:43:37","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","88.333975653013147824","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xdd85c6df9b48f36456a6114c3dc1f432c966b5246962fd52ee874de05e1bd638","1628131803","2021-08-05 02:50:03","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","560.849041635311389377","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xdd85c6df9b48f36456a6114c3dc1f432c966b5246962fd52ee874de05e1bd638","1628131803","2021-08-05 02:50:03","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","0.008041263005478341","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0xdd85c6df9b48f36456a6114c3dc1f432c966b5246962fd52ee874de05e1bd638","1628131803","2021-08-05 02:50:03","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","2.130430604663788595","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","FireBird Liquidity Provider","FLP"
"0x8249592e4dc8f9477a77eead911897dd672f6d7f538ce67ed71d6911c4fad02b","1628131941","2021-08-05 02:52:21","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.030229825533082016","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x8249592e4dc8f9477a77eead911897dd672f6d7f538ce67ed71d6911c4fad02b","1628131941","2021-08-05 02:52:21","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","2.130430604663788595","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","FireBird Liquidity Provider","FLP"
"0xeb988a920d203b2e3d1b64413ccee194c1fc26a51eaca9a2cf2842321a8163c2","1628132401","2021-08-05 03:00:01","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","491.404920129376496437","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xeb988a920d203b2e3d1b64413ccee194c1fc26a51eaca9a2cf2842321a8163c2","1628132401","2021-08-05 03:00:01","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","491.052188906727688426","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0x9a445d0a5e9dd3dbfca90bd301a601b71e04f4ea00362d256805fba0564ad589","1628132503","2021-08-05 03:01:43","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x0c80da180f82b82c85939198d7f64bc4dc5abb04","491.052188906727688426","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0x9a445d0a5e9dd3dbfca90bd301a601b71e04f4ea00362d256805fba0564ad589","1628132503","2021-08-05 03:01:43","0x0c80da180f82b82c85939198d7f64bc4dc5abb04","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.074371","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC"
"0xfe3c985abd794e47fd1dcdaae01f43675524ddff9908ecac6c1d9c8d80e46998","1628136563","2021-08-05 04:09:23","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xd928ce1d0f2642e44615768761c0f00c23e0d588","326","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC"
"0xfe3c985abd794e47fd1dcdaae01f43675524ddff9908ecac6c1d9c8d80e46998","1628136563","2021-08-05 04:09:23","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","8,300.531855228893212391","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x29dce3d666041e01a4b5d0798c5c1df61da8d2c42123ba5be53acb0461fe588c","1628136717","2021-08-05 04:11:57","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x39d736d2b254ee30796f43ec665143010b558f82","326.494447","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC"
"0x29dce3d666041e01a4b5d0798c5c1df61da8d2c42123ba5be53acb0461fe588c","1628136717","2021-08-05 04:11:57","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","8,305.143400722856795736","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x3c2563adb28d31cae6ecfc4a8ac8a6e4adeb294e7ebe522d4f6ac0d87bd8fab2","1628136787","2021-08-05 04:13:07","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","16,605.675255951750008127","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0x3c2563adb28d31cae6ecfc4a8ac8a6e4adeb294e7ebe522d4f6ac0d87bd8fab2","1628136787","2021-08-05 04:13:07","0x0000000000000000000000000000000000000000","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","16,593.170281301539172207","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0x241b2c697461a09d85f777ea505a6d97fa35e3ddbd3a31e2f4aa5b0fc50a477d","1628136941","2021-08-05 04:15:41","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0x0c80da180f82b82c85939198d7f64bc4dc5abb04","16,593.170281301539172207","0x12bdad0abfccb9d88e9cc047f1e4cfab94947af3","Vote-escrowed Firebird.Finance","mHOPE"
"0x241b2c697461a09d85f777ea505a6d97fa35e3ddbd3a31e2f4aa5b0fc50a477d","1628136941","2021-08-05 04:15:41","0x0c80da180f82b82c85939198d7f64bc4dc5abb04","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.006353","0x2791bca1f2de4661ed88a30c99a7a9449aa84174","USD Coin (PoS)","USDC"
"0x26e14895d76650c57dea80f436d8d0d82f2e3ff58571dcfe7df113d024b347f0","1628225122","2021-08-06 04:45:22","0xd00f061e42a3a506f01585ad3608484efcf97c8c","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0.008853724856791733","0x7ceb23fd6bc0add59e62ac25578270cff1b9f619","Wrapped Ether","WETH"
"0xce112257f7ff1fd7286d7f44502219988a00d29bfe8ab4714dd4e219050a6301","1628225412","2021-08-06 04:50:12","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","11.198792744317547124","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xce112257f7ff1fd7286d7f44502219988a00d29bfe8ab4714dd4e219050a6301","1628225412","2021-08-06 04:50:12","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","957.800081210850192129","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xce112257f7ff1fd7286d7f44502219988a00d29bfe8ab4714dd4e219050a6301","1628225412","2021-08-06 04:50:12","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","46.142779432875807862","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xce112257f7ff1fd7286d7f44502219988a00d29bfe8ab4714dd4e219050a6301","1628225412","2021-08-06 04:50:12","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","3.344571401816053943","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xce112257f7ff1fd7286d7f44502219988a00d29bfe8ab4714dd4e219050a6301","1628225412","2021-08-06 04:50:12","0xe9a8b6ea3e7431e6befca51258cb472df2dd21d4","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","93.056464655631476681","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
"0xb9307544d3da45bd806b14053c4c28596e3afacc792f081122d9a9d58d8c1638","1628225482","2021-08-06 04:51:22","0x6fd70de9c12bcc6b7dd2a8db8badc5bad5618b21","0xdd600f769a6bfe5dac39f5da23c18433e6d92cba","654.493638944852888296","0xd78c475133731cd54dadcb430f7aae4f03c1e660","Firebird.Finance","HOPE"
